abstract_algebra,0.32
anatomy,0.4148148148148148
astronomy,0.3618421052631579
business_ethics,0.46
clinical_knowledge,0.41132075471698115
college_biology,0.4236111111111111
college_chemistry,0.27
college_computer_science,0.26
college_mathematics,0.26
college_medicine,0.3930635838150289
college_physics,0.17647058823529413
computer_security,0.54
conceptual_physics,0.3446808510638298
econometrics,0.2982456140350877
electrical_engineering,0.38620689655172413
elementary_mathematics,0.25925925925925924
formal_logic,0.30952380952380953
global_facts,0.23
high_school_biology,0.36774193548387096
high_school_chemistry,0.31527093596059114
high_school_computer_science,0.4
high_school_european_history,0.46060606060606063
high_school_geography,0.4090909090909091
high_school_government_and_politics,0.48704663212435234
high_school_macroeconomics,0.3435897435897436
high_school_mathematics,0.2777777777777778
high_school_microeconomics,0.36554621848739494
high_school_physics,0.2980132450331126
high_school_psychology,0.544954128440367
high_school_statistics,0.2777777777777778
high_school_us_history,0.45098039215686275
high_school_world_history,0.45569620253164556
human_aging,0.5605381165919282
human_sexuality,0.3893129770992366
international_law,0.628099173553719
jurisprudence,0.46296296296296297
logical_fallacies,0.4233128834355828
machine_learning,0.33035714285714285
management,0.39805825242718446
marketing,0.6153846153846154
medical_genetics,0.45
miscellaneous,0.5312899106002554
moral_disputes,0.42196531791907516
moral_scenarios,0.23798882681564246
nutrition,0.4019607843137255
philosophy,0.38263665594855306
prehistory,0.4444444444444444
professional_accounting,0.3475177304964539
professional_law,0.3135593220338983
professional_medicine,0.39338235294117646
professional_psychology,0.40522875816993464
public_relations,0.5272727272727272
security_studies,0.2816326530612245
sociology,0.4975124378109453
us_foreign_policy,0.53
virology,0.3795180722891566
world_religions,0.631578947368421
